Element ID,Step 1 : R,Step 2 : R,Step 3 : R,Step 4 : R,Step 5 : R,Step 6 : R,Step 7 : R,Step 8 : R,Step 9 : R,Step 10 : R,Step 11 : R,Step 12 : R,Step 13 : R,Step 14 : R,Step 15 : R,Step 16 : R,Step 17 : R,Step 18 : R,Step 19 : R,Step 20 : R,Step 21 : R,Position X,Position Y,Position Z
9211,9.89865723E-3,9.88221697E-3,9.88880021E-3,9.89386358E-3,9.90207864E-3,9.92419765E-3,9.97510159E-3,1.00435011E-2,1.00806959E-2,9.99643947E-3,1.00226869E-2,9.98685529E-3,9.96484955E-3,9.95273377E-3,9.93031424E-3,9.84932940E-3,9.93134221E-3,9.95181289E-3,9.95281367E-3,9.91495372E-3,9.89764348E-3,63.0398,3.53584,0
9212,8.91201149E-3,8.89816571E-3,8.90444802E-3,8.90944644E-3,8.91688936E-3,8.93597985E-3,8.98006520E-3,9.03912094E-3,9.07114373E-3,8.99261525E-3,9.02039484E-3,8.98923593E-3,8.96989898E-3,8.96032842E-3,8.94103792E-3,8.86674659E-3,8.94154980E-3,8.95897781E-3,8.95953563E-3,8.92559265E-3,8.91121786E-3,63.6235,3.65203,0
9229,1.62613565E+0,1.62813293E+0,1.63211098E+0,1.63392229E+0,1.63287061E+0,1.63076873E+0,1.62772136E+0,1.62625261E+0,1.62706619E+0,1.62645066E+0,1.62476633E+0,1.62755094E+0,1.63216384E+0,1.63470741E+0,1.63452416E+0,1.63363731E+0,1.63058447E+0,1.62809019E+0,1.62842315E+0,1.62796696E+0,1.62638922E+0,133.153,17.5058,0
9230,1.66277851E+0,1.66496808E+0,1.66885787E+0,1.67009408E+0,1.66851487E+0,1.66619255E+0,1.66300755E+0,1.66145603E+0,1.66232900E+0,1.66219765E+0,1.66154904E+0,1.66450695E+0,1.66904805E+0,1.67101759E+0,1.67030182E+0,1.66917973E+0,1.66597778E+0,1.66339652E+0,1.66374137E+0,1.66371211E+0,1.66300045E+0,133.44,18.187,0
9231,1.49296149E+0,1.49462448E+0,1.49824143E+0,1.49997559E+0,1.49925044E+0,1.49748017E+0,1.49488407E+0,1.49356051E+0,1.49426825E+0,1.49350109E+0,1.49185916E+0,1.49408018E+0,1.49823531E+0,1.50060126E+0,1.50064548E+0,1.49997035E+0,1.49735476E+0,1.49524663E+0,1.49553470E+0,1.49495506E+0,1.49317637E+0,132.44,17.9101,0
9232,1.61512437E+0,1.61692545E+0,1.62084350E+0,1.62284030E+0,1.62209946E+0,1.62022056E+0,1.61740100E+0,1.61602108E+0,1.61677836E+0,1.61592215E+0,1.61385619E+0,1.61635874E+0,1.62085085E+0,1.62352506E+0,1.62359706E+0,1.62285520E+0,1.62002577E+0,1.61770690E+0,1.61800925E+0,1.61733141E+0,1.61538092E+0,132.6,17.3851,0
9239,-6.11752124E-2,-6.04886052E-2,-5.99135191E-2,-5.94958243E-2,-5.94646671E-2,-6.02732706E-2,-6.20406190E-2,-6.44984049E-2,-6.58462394E-2,-6.56659685E-2,-6.47751067E-2,-6.37883631E-2,-6.27448814E-2,-6.16092169E-2,-6.07148703E-2,-6.05764092E-2,-6.11071350E-2,-6.21269606E-2,-6.24765988E-2,-6.19967777E-2,-6.11754649E-2,80.4366,41.4325,0
9240,-7.31473455E-2,-7.26116473E-2,-7.22166170E-2,-7.19509761E-2,-7.19713464E-2,-7.26621793E-2,-7.41182265E-2,-7.61120616E-2,-7.71800513E-2,-7.69975390E-2,-7.62115861E-2,-7.54143036E-2,-7.46018432E-2,-7.37122568E-2,-7.29872748E-2,-7.28702394E-2,-7.32632895E-2,-7.40621302E-2,-7.43045695E-2,-7.38592635E-2,-7.31496107E-2,80.2006,41.0691,0
9241,-4.72830182E-2,-4.76229507E-2,-4.80615819E-2,-4.84405321E-2,-4.85846277E-2,-4.83686005E-2,-4.78249375E-2,-4.71059469E-2,-4.66576436E-2,-4.66046624E-2,-4.66416913E-2,-4.69336415E-2,-4.73506251E-2,-4.77881277E-2,-4.80935836E-2,-4.81469853E-2,-4.78216873E-2,-4.74131306E-2,-4.71828274E-2,-4.71624655E-2,-4.72861516E-2,89.9903,4.53345,0
9242,-2.75383711E-2,-2.79968476E-2,-2.85170969E-2,-2.89461496E-2,-2.90765226E-2,-2.87117754E-2,-2.78515104E-2,-2.67021572E-2,-2.60277085E-2,-2.60251406E-2,-2.62258353E-2,-2.66896731E-2,-2.72824326E-2,-2.79062057E-2,-2.83707143E-2,-2.84612076E-2,-2.80402927E-2,-2.74603566E-2,-2.71817935E-2,-2.72635292E-2,-2.75410202E-2,90.3764,4.3367,0
9243,5.50753936E-1,5.37950616E-1,5.26079167E-1,5.16993979E-1,5.15367212E-1,5.28833164E-1,5.58174953E-1,5.97719034E-1,6.19866581E-1,6.17498553E-1,6.05258402E-1,5.89396626E-1,5.71603075E-1,5.52543960E-1,5.37471312E-1,5.34914710E-1,5.45357792E-1,5.62704606E-1,5.69335111E-1,5.62960160E-1,5.50759036E-1,123.793,3.77049,0
9244,6.00783751E-1,5.86371121E-1,5.73100352E-1,5.63013164E-1,5.61209831E-1,5.76119421E-1,6.09181902E-1,6.54539548E-1,6.80642537E-1,6.77847811E-1,6.63416950E-1,6.45005767E-1,6.24547974E-1,6.02760067E-1,5.85772430E-1,5.82925535E-1,5.94659888E-1,6.14401166E-1,6.21984745E-1,6.14704680E-1,6.00789199E-1,124.558,4.38941,0
9245,5.99960607E-1,5.85564449E-1,5.72308782E-1,5.62233060E-1,5.60431872E-1,5.75324654E-1,6.08349692E-1,6.53656002E-1,6.79728002E-1,6.76936571E-1,6.62522773E-1,6.44133424E-1,6.23698202E-1,6.01935100E-1,5.84966696E-1,5.82123126E-1,5.93844049E-1,6.13563044E-1,6.21137961E-1,6.13866140E-1,5.99966054E-1,124.044,4.28777,0
9246,6.35258183E-1,6.22283004E-1,6.10698074E-1,6.02094965E-1,6.00662021E-1,6.13743531E-1,6.43472173E-1,6.85774579E-1,7.11018250E-1,7.08228111E-1,6.94108376E-1,6.76631254E-1,6.57486003E-1,6.37505947E-1,6.22233359E-1,6.19674290E-1,6.30119693E-1,6.48096294E-1,6.55045660E-1,6.48193110E-1,6.35266450E-1,124.219,6.15291,0
9247,6.33929063E-1,6.21372326E-1,6.10194181E-1,6.01906213E-1,6.00543742E-1,6.13224280E-1,6.42026433E-1,6.83016400E-1,7.07465677E-1,7.04732461E-1,6.91023895E-1,6.74091695E-1,6.55561919E-1,6.36221404E-1,6.21430145E-1,6.18942722E-1,6.29046857E-1,6.46449416E-1,6.53164214E-1,6.46493189E-1,6.33937808E-1,124.751,6.10772,0
9248,6.10686659E-1,5.98389293E-1,5.87230082E-1,5.78841096E-1,5.77408558E-1,5.90050165E-1,6.18281967E-1,6.57370724E-1,6.80024677E-1,6.77546661E-1,6.64945548E-1,6.49049699E-1,6.31389928E-1,6.12692721E-1,5.98200238E-1,5.95755939E-1,6.05710461E-1,6.22621817E-1,6.29108453E-1,6.22743089E-1,6.10692882E-1,123.876,5.66533,0
9249,6.21463233E-1,6.07477945E-1,5.94729757E-1,5.85125971E-1,5.83442496E-1,5.97725631E-1,6.29706682E-1,6.74188383E-1,7.00246808E-1,6.97443100E-1,6.82999842E-1,6.64821818E-1,6.44696461E-1,6.23439057E-1,6.07008908E-1,6.04266780E-1,6.15587452E-1,6.34802272E-1,6.42212563E-1,6.35081096E-1,6.21468989E-1,124.073,5.219,0
9250,3.04959708E-1,3.06971621E-1,3.09645296E-1,3.11929092E-1,3.12822774E-1,3.11562030E-1,3.08387621E-1,3.04175442E-1,3.01662538E-1,3.00981551E-1,3.01384010E-1,3.02994246E-1,3.05446092E-1,3.08114820E-1,3.09891294E-1,3.09895759E-1,3.08282019E-1,3.05871310E-1,3.04478604E-1,3.04244194E-1,3.04974364E-1,110.654,56.7809,0
9251,3.11383901E-1,3.13407287E-1,3.16083265E-1,3.18367328E-1,3.19253780E-1,3.17977127E-1,3.14768658E-1,3.10515130E-1,3.07975034E-1,3.07302896E-1,3.07736794E-1,3.09371871E-1,3.11826965E-1,3.14498253E-1,3.16304009E-1,3.16312542E-1,3.14690132E-1,3.12253060E-1,3.10859875E-1,3.10644204E-1,3.11398428E-1,111.098,57.0803,0
9252,2.42504196E-1,2.44640587E-1,2.47368390E-1,2.49678339E-1,2.50529055E-1,2.49020949E-1,2.45490775E-1,2.40929292E-1,2.38251692E-1,2.37662218E-1,2.38210772E-1,2.39936483E-1,2.42499566E-1,2.45311564E-1,2.47276197E-1,2.47348864E-1,2.45629847E-1,2.43044511E-1,2.41628053E-1,2.41533660E-1,2.42517260E-1,110.061,57.5187,0
9253,2.62790795E-1,2.64944571E-1,2.67689357E-1,2.69999370E-1,2.70876063E-1,2.69356483E-1,2.65794044E-1,2.61083271E-1,2.58346908E-1,2.57766452E-1,2.58365215E-1,2.60156637E-1,2.62784503E-1,2.65662664E-1,2.67601656E-1,2.67677224E-1,2.65942667E-1,2.63372417E-1,2.61943647E-1,2.61835676E-1,2.62803913E-1,110.114,57.0339,0
9254,1.09908454E-1,1.12443408E-1,1.15429439E-1,1.17911372E-1,1.18707527E-1,1.16585899E-1,1.11742411E-1,1.05385222E-1,1.01891318E-1,1.01587036E-1,1.02804846E-1,1.05199759E-1,1.08448388E-1,1.12011571E-1,1.14606539E-1,1.14833837E-1,1.12780334E-1,1.09523368E-1,1.07950460E-1,1.08326961E-1,1.09918621E-1,109.081,58.6313,0
9255,1.69732991E-1,1.72030831E-1,1.74839245E-1,1.77203657E-1,1.78003527E-1,1.76229763E-1,1.72091997E-1,1.66692055E-1,1.63653570E-1,1.63212952E-1,1.64091099E-1,1.66140132E-1,1.69018934E-1,1.72121203E-1,1.74393779E-1,1.74541034E-1,1.72683186E-1,1.69787318E-1,1.68328251E-1,1.68464866E-1,1.69744367E-1,109.557,58.3088,0
9256,1.70542822E-1,1.72840007E-1,1.75647967E-1,1.78012084E-1,1.78811969E-1,1.77039079E-1,1.72902951E-1,1.67505433E-1,1.64468172E-1,1.64027227E-1,1.64904486E-1,1.66952522E-1,1.69830327E-1,1.72931786E-1,1.75203507E-1,1.75350539E-1,1.73493227E-1,1.70598252E-1,1.69139399E-1,1.69275563E-1,1.70554201E-1,110.053,58.4895,0
9257,8.80937255E-1,8.83265641E-1,8.87893843E-1,8.92645648E-1,8.97751454E-1,9.02212641E-1,9.06538864E-1,9.07977843E-1,9.04197630E-1,9.00273971E-1,8.99336053E-1,8.99037284E-1,8.98931601E-1,8.98876856E-1,8.99516836E-1,8.98898488E-1,8.99135325E-1,8.97716458E-1,8.91231760E-1,8.83939983E-1,8.80774633E-1,124.062,51.4047,0
9258,9.07110659E-1,9.09532457E-1,9.14241028E-1,9.19120685E-1,9.24318480E-1,9.28861660E-1,9.33225930E-1,9.34670137E-1,9.30881027E-1,9.26925155E-1,9.26033714E-1,9.25716379E-1,9.25544926E-1,9.25470337E-1,9.26039319E-1,9.25310367E-1,9.25443633E-1,9.23906406E-1,9.17295694E-1,9.09991111E-1,9.06947946E-1,123.525,51.2386,0
9259,8.16352448E-1,8.18618216E-1,8.22964682E-1,8.27446065E-1,8.32247309E-1,8.36365244E-1,8.40433946E-1,8.41808519E-1,8.38460912E-1,8.34853553E-1,8.33971785E-1,8.33382714E-1,8.32917925E-1,8.32652198E-1,8.33109351E-1,8.32495541E-1,8.32834162E-1,8.31758306E-1,8.25794528E-1,8.18983520E-1,8.16185092E-1,123.65,50.706,0
9260,8.81916755E-1,8.84491035E-1,8.90311498E-1,8.95885701E-1,9.02107572E-1,9.07523920E-1,9.12700153E-1,9.14124424E-1,9.09351272E-1,9.04423005E-1,9.02962271E-1,9.03306282E-1,9.04285318E-1,9.04747413E-1,9.06240780E-1,9.06091620E-1,9.06704655E-1,9.04956797E-1,8.96770523E-1,8.87003780E-1,8.81725247E-1,124.65,50.9581,0
9261,1.34175616E+0,1.34290223E+0,1.34436006E+0,1.34596830E+0,1.34765023E+0,1.34954868E+0,1.35181380E+0,1.35343350E+0,1.35239509E+0,1.34947229E+0,1.34762656E+0,1.34514543E+0,1.34260295E+0,1.34079548E+0,1.33973018E+0,1.33931846E+0,1.34026933E+0,1.34163916E+0,1.34144746E+0,1.34077416E+0,1.34171860E+0,119.346,60.3194,0
9262,1.26373268E+0,1.26490409E+0,1.26632623E+0,1.26792134E+0,1.26961864E+0,1.27146641E+0,1.27366915E+0,1.27500339E+0,1.27416387E+0,1.27191809E+0,1.27063746E+0,1.26857461E+0,1.26633432E+0,1.26471448E+0,1.26361405E+0,1.26293773E+0,1.26353054E+0,1.26440976E+0,1.26372687E+0,1.26282078E+0,1.26368703E+0,119.484,59.7382,0
9263,1.31124698E+0,1.31254966E+0,1.31426460E+0,1.31612763E+0,1.31806956E+0,1.32021364E+0,1.32277349E+0,1.32432249E+0,1.32344895E+0,1.32065880E+0,1.31880514E+0,1.31612748E+0,1.31338850E+0,1.31145976E+0,1.31021448E+0,1.30954745E+0,1.31030034E+0,1.31146603E+0,1.31103474E+0,1.31022410E+0,1.31120560E+0,120.021,59.5005,0
9264,1.30942363E+0,1.31072703E+0,1.31243717E+0,1.31429453E+0,1.31623221E+0,1.31837056E+0,1.32092479E+0,1.32246853E+0,1.32160167E+0,1.31883931E+0,1.31700748E+0,1.31434533E+0,1.31161416E+0,1.30968656E+0,1.30843859E+0,1.30776266E+0,1.30850406E+0,1.30965561E+0,1.30921354E+0,1.30840078E+0,1.30938211E+0,120.515,59.695,0
9265,1.30630198E+0,1.30773950E+0,1.30904707E+0,1.31041480E+0,1.31204294E+0,1.31404416E+0,1.31667625E+0,1.31857649E+0,1.31792429E+0,1.31572650E+0,1.31399216E+0,1.31138754E+0,1.30856754E+0,1.30634994E+0,1.30475451E+0,1.30391925E+0,1.30470237E+0,1.30596684E+0,1.30568004E+0,1.30502784E+0,1.30626108E+0,120.625,60.1273,0
9266,1.85572618E+0,1.85653842E+0,1.86167136E+0,1.86677934E+0,1.86886076E+0,1.86776598E+0,1.86502141E+0,1.86353470E+0,1.86391813E+0,1.86079215E+0,1.85464917E+0,1.85592358E+0,1.86121718E+0,1.86663596E+0,1.86937702E+0,1.86925431E+0,1.86654813E+0,1.86436128E+0,1.86442762E+0,1.86164923E+0,1.85591153E+0,133.517,7.43505,0
9267,1.84079188E+0,1.84152572E+0,1.84737497E+0,1.85300200E+0,1.85489043E+0,1.85386951E+0,1.85093817E+0,1.84917109E+0,1.84993678E+0,1.84648313E+0,1.83961028E+0,1.84081592E+0,1.84690254E+0,1.85304409E+0,1.85567518E+0,1.85574241E+0,1.85298895E+0,1.85036691E+0,1.85073779E+0,1.84765981E+0,1.84099483E+0,133.691,8.48149,0
9268,1.82511109E+0,1.82601211E+0,1.83224961E+0,1.83759981E+0,1.83933972E+0,1.83829975E+0,1.83553019E+0,1.83387026E+0,1.83463724E+0,1.83101204E+0,1.82357659E+0,1.82508516E+0,1.83175371E+0,1.83772932E+0,1.84030241E+0,1.84045843E+0,1.83784321E+0,1.83545341E+0,1.83577936E+0,1.83248593E+0,1.82533432E+0,133.345,8.0072,0
9269,1.83260131E+0,1.83218088E+0,1.83709941E+0,1.83966349E+0,1.83922654E+0,1.83887596E+0,1.84010224E+0,1.84111886E+0,1.84298522E+0,1.83942839E+0,1.83142445E+0,1.83154560E+0,1.83686381E+0,1.84020502E+0,1.84061981E+0,1.84126669E+0,1.84254651E+0,1.84293979E+0,1.84413608E+0,1.84084909E+0,1.83283137E+0,134.528,8.24086,0
9270,1.84009632E+0,1.84081350E+0,1.84665223E+0,1.85226903E+0,1.85414507E+0,1.85313933E+0,1.85022909E+0,1.84849605E+0,1.84927826E+0,1.84581208E+0,1.83890629E+0,1.84010247E+0,1.84618480E+0,1.85232258E+0,1.85494769E+0,1.85503726E+0,1.85230739E+0,1.84971114E+0,1.85009355E+0,1.84700070E+0,1.84030040E+0,134.216,8.56023,0
9276,7.57970852E-4,7.56825218E-4,7.57230934E-4,7.57617240E-4,7.58242134E-4,7.59946253E-4,7.63792838E-4,7.68969207E-4,7.71802664E-4,7.64318059E-4,7.67359486E-4,7.64708724E-4,7.63211136E-4,7.62090079E-4,7.60389296E-4,7.53831576E-4,7.60462374E-4,7.62016691E-4,7.62054999E-4,7.59240532E-4,7.57909180E-4,42.7947,5.74133,0
9277,-6.56530050E-6,-6.55655490E-6,-6.56706254E-6,-6.57251538E-6,-6.57820862E-6,-6.58871431E-6,-6.61193215E-6,-6.64370123E-6,-6.65922361E-6,-6.51683064E-6,-6.63207456E-6,-6.59896670E-6,-6.59513072E-6,-6.59932933E-6,-6.58973591E-6,-6.51951563E-6,-6.58784530E-6,-6.59563845E-6,-6.59434640E-6,-6.57193989E-6,-6.56580163E-6,42.488,5.27766,0
9278,-6.99049576E-6,-6.97465869E-6,-6.98099870E-6,-6.98471351E-6,-6.99048686E-6,-7.00737038E-6,-7.04507076E-6,-7.09643506E-6,-7.12415757E-6,-7.13453214E-6,-7.08415508E-6,-7.06298922E-6,-7.04168705E-6,-7.02886312E-6,-7.01190445E-6,-7.02985333E-6,-7.01322477E-6,-7.02891065E-6,-7.03059236E-6,-7.00556541E-6,-6.98956219E-6,39.4382,16.6783,0
9279,7.55650123E-4,7.54892741E-4,7.55612544E-4,7.56197232E-4,7.56848502E-4,7.58114153E-4,7.61121529E-4,7.65041191E-4,7.67178357E-4,7.59630498E-4,7.63429008E-4,7.61283628E-4,7.59835798E-4,7.59612271E-4,7.58355276E-4,7.52512468E-4,7.58219347E-4,7.59270418E-4,7.59121333E-4,7.56291560E-4,7.55523280E-4,39.9357,16.4347,0
9280,3.15116615E-1,3.08002116E-1,3.00966107E-1,2.95437327E-1,2.94347476E-1,3.02131070E-1,3.18250267E-1,3.37995512E-1,3.48628718E-1,3.47756617E-1,3.42130239E-1,3.34444138E-1,3.25506975E-1,3.15440700E-1,3.07198968E-1,3.05783655E-1,3.11628738E-1,3.21038630E-1,3.24598709E-1,3.21525785E-1,3.15116011E-1,123.218,0.615155,0
9281,3.39817907E-1,3.32492305E-1,3.25172227E-1,3.19398060E-1,3.18242113E-1,3.26300567E-1,3.42838483E-1,3.63503397E-1,3.74839092E-1,3.73883600E-1,3.67890475E-1,3.59711142E-1,3.50249902E-1,3.40011871E-1,3.31558793E-1,3.30105146E-1,3.36128958E-1,3.45754100E-1,3.49367375E-1,3.46333206E-1,3.39816646E-1,123.681,0.309953,0
9282,-2.11125432E-1,-2.06163466E-1,-2.01069999E-1,-1.97073185E-1,-1.96187151E-1,-2.01380947E-1,-2.12325054E-1,-2.26256053E-1,-2.32801247E-1,-2.32474446E-1,-2.29323327E-1,-2.24197191E-1,-2.17743986E-1,-2.10618403E-1,-2.05014146E-1,-2.04100950E-1,-2.08175190E-1,-2.14682117E-1,-2.17292025E-1,-2.15352189E-1,-2.11121711E-1,107.266,61.5721,0
9283,-2.09399619E-1,-2.04317881E-1,-1.99142696E-1,-1.95080464E-1,-1.94187042E-1,-1.99499443E-1,-2.10750762E-1,-2.24648661E-1,-2.31421811E-1,-2.31043745E-1,-2.27758476E-1,-2.22662148E-1,-2.16235877E-1,-2.08962329E-1,-2.03192007E-1,-2.02255361E-1,-2.06426645E-1,-2.13124820E-1,-2.15778769E-1,-2.13778011E-1,-2.09396116E-1,107.017,61.076,0
9341,1.02528796E+0,1.02657378E+0,1.02843759E+0,1.02893033E+0,1.02812644E+0,1.02680083E+0,1.02459466E+0,1.02339006E+0,1.02391211E+0,1.02391258E+0,1.02325724E+0,1.02527436E+0,1.02798532E+0,1.02906955E+0,1.02891873E+0,1.02846218E+0,1.02685234E+0,1.02530984E+0,1.02568704E+0,1.02597000E+0,1.02541632E+0,128.473,21.6934,0
9342,1.01123746E+0,1.01243328E+0,1.01449229E+0,1.01521524E+0,1.01430454E+0,1.01268731E+0,1.01046087E+0,1.00926601E+0,1.00979597E+0,1.00978402E+0,1.00910992E+0,1.01102785E+0,1.01386466E+0,1.01536810E+0,1.01530923E+0,1.01481588E+0,1.01285801E+0,1.01126476E+0,1.01166895E+0,1.01195323E+0,1.01136371E+0,127.952,22.1157,0
9343,1.08760465E+0,1.08886910E+0,1.09094483E+0,1.09166072E+0,1.09092878E+0,1.08957560E+0,1.08740077E+0,1.08623900E+0,1.08671665E+0,1.08659922E+0,1.08575625E+0,1.08772107E+0,1.09053148E+0,1.09182842E+0,1.09175066E+0,1.09127803E+0,1.08955480E+0,1.08796788E+0,1.08829430E+0,1.08843461E+0,1.08773099E+0,127.968,21.6712,0
9344,3.67675576E-1,3.68383290E-1,3.69581952E-1,3.71466004E-1,3.73679224E-1,3.75660947E-1,3.77762160E-1,3.78608465E-1,3.77040343E-1,3.75452164E-1,3.75207325E-1,3.74070522E-1,3.72761941E-1,3.72271316E-1,3.72321972E-1,3.71954611E-1,3.72419424E-1,3.72416824E-1,3.70132309E-1,3.67808847E-1,3.67582810E-1,122.108,45.4496,0
9345,4.13074537E-1,4.13896735E-1,4.15296493E-1,4.17355623E-1,4.19746268E-1,4.21893066E-1,4.24168836E-1,4.25101677E-1,4.23403524E-1,4.21647657E-1,4.21342338E-1,4.20175613E-1,4.18841320E-1,4.18309621E-1,4.18333031E-1,4.17913309E-1,4.18368924E-1,4.18321224E-1,4.15835709E-1,4.13286776E-1,4.12978304E-1,121.659,45.2163,0
9346,3.54765928E-1,3.55546072E-1,3.56778953E-1,3.58722734E-1,3.61099925E-1,3.63304468E-1,3.65684275E-1,3.66684857E-1,3.65024063E-1,3.63340722E-1,3.63144843E-1,3.61849701E-1,3.60265614E-1,3.59542275E-1,3.59482430E-1,3.59061071E-1,3.59633426E-1,3.59716196E-1,3.57262436E-1,3.54796585E-1,3.54661500E-1,121.867,44.8231,0
9351,1.16299565E+0,1.16411118E+0,1.16642525E+0,1.16747324E+0,1.16696162E+0,1.16568341E+0,1.16363919E+0,1.16252136E+0,1.16298198E+0,1.16254667E+0,1.16129022E+0,1.16299089E+0,1.16597702E+0,1.16761827E+0,1.16777877E+0,1.16739367E+0,1.16568423E+0,1.16417128E+0,1.16448277E+0,1.16431763E+0,1.16312393E+0,127.166,19.9813,0
9352,1.15399539E+0,1.15500731E+0,1.15731076E+0,1.15851342E+0,1.15799866E+0,1.15661662E+0,1.15452373E+0,1.15342666E+0,1.15388591E+0,1.15344643E+0,1.15201743E+0,1.15373937E+0,1.15670855E+0,1.15861859E+0,1.15890615E+0,1.15853822E+0,1.15670794E+0,1.15516933E+0,1.15551622E+0,1.15535966E+0,1.15412249E+0,126.457,20.5572,0
9353,1.23984999E+0,1.24110089E+0,1.24398854E+0,1.24549593E+0,1.24517517E+0,1.24387988E+0,1.24164074E+0,1.24035505E+0,1.24090282E+0,1.24005306E+0,1.23805591E+0,1.23995421E+0,1.24357752E+0,1.24568337E+0,1.24605657E+0,1.24569388E+0,1.24381674E+0,1.24211505E+0,1.24242254E+0,1.24189556E+0,1.24000607E+0,126.493,19.9841,0
9354,1.16948171E+0,1.17079690E+0,1.17359205E+0,1.17491452E+0,1.17424060E+0,1.17262166E+0,1.17025744E+0,1.16905500E+0,1.16953526E+0,1.16911663E+0,1.16790528E+0,1.16978541E+0,1.17316856E+0,1.17518305E+0,1.17530198E+0,1.17476748E+0,1.17255398E+0,1.17071360E+0,1.17101565E+0,1.17083584E+0,1.16961875E+0,127.686,20.5873,0
9355,1.09221775E+0,1.09326267E+0,1.09517026E+0,1.09594839E+0,1.09531063E+0,1.09401884E+0,1.09206896E+0,1.09102435E+0,1.09145419E+0,1.09128562E+0,1.09034930E+0,1.09210873E+0,1.09467307E+0,1.09605899E+0,1.09609852E+0,1.09569603E+0,1.09406319E+0,1.09264587E+0,1.09295999E+0,1.09305463E+0,1.09233112E+0,127.56,21.1888,0
9356,1.16267079E+0,1.16385562E+0,1.16645559E+0,1.16778817E+0,1.16722485E+0,1.16572091E+0,1.16345971E+0,1.16227219E+0,1.16276554E+0,1.16227622E+0,1.16077505E+0,1.16268582E+0,1.16593599E+0,1.16797410E+0,1.16821657E+0,1.16777162E+0,1.16572623E+0,1.16400741E+0,1.16433136E+0,1.16412394E+0,1.16280798E+0,127.005,21.1559,0
9357,5.72517273E-1,5.73817424E-1,5.76024161E-1,5.78869962E-1,5.82039692E-1,5.84890353E-1,5.87901637E-1,5.89168649E-1,5.86953301E-1,5.84481625E-1,5.83920045E-1,5.82513104E-1,5.80947373E-1,5.80228792E-1,5.80131151E-1,5.79472892E-1,5.79909158E-1,5.79716982E-1,5.76403053E-1,5.72945797E-1,5.72402247E-1,120.12,46.2789,0
9358,6.43074365E-1,6.44587582E-1,6.47108254E-1,6.50223464E-1,6.53661264E-1,6.56768231E-1,6.60049250E-1,6.61462110E-1,6.59097022E-1,6.56382574E-1,6.55732629E-1,6.54229025E-1,6.52546596E-1,6.51699831E-1,6.51503536E-1,6.50736259E-1,6.51167052E-1,6.50937959E-1,6.47336609E-1,6.43550363E-1,6.42951513E-1,119.538,45.9396,0
9359,5.77546235E-1,5.78773370E-1,5.80753885E-1,5.83348308E-1,5.86320468E-1,5.89052855E-1,5.91969866E-1,5.93238324E-1,5.91193386E-1,5.88916818E-1,5.88457909E-1,5.87021474E-1,5.85340555E-1,5.84486189E-1,5.84294710E-1,5.83653037E-1,5.84147555E-1,5.84071812E-1,5.80986101E-1,5.77793039E-1,5.77431815E-1,119.794,45.4256,0
9360,5.06236887E-1,5.07431431E-1,5.09508214E-1,5.12254532E-1,5.15362508E-1,5.18164268E-1,5.21128816E-1,5.22354335E-1,5.20133314E-1,5.17742052E-1,5.17233317E-1,5.15885498E-1,5.14381709E-1,5.13726549E-1,5.13707654E-1,5.13114342E-1,5.13577913E-1,5.13385944E-1,5.10108863E-1,5.06709080E-1,5.06123096E-1,120.873,46.0137,0
9361,5.23828057E-1,5.24970902E-1,5.26847880E-1,5.29357912E-1,5.32248933E-1,5.34896014E-1,5.37718249E-1,5.38927725E-1,5.36912308E-1,5.34725326E-1,5.34294638E-1,5.32919835E-1,5.31318714E-1,5.30543371E-1,5.30419134E-1,5.29829779E-1,5.30325032E-1,5.30241433E-1,5.27223593E-1,5.24105222E-1,5.23716020E-1,120.568,45.1811,0
9362,4.62192406E-1,4.63137951E-1,4.64713379E-1,4.66953929E-1,4.69546771E-1,4.71894934E-1,4.74394431E-1,4.75440518E-1,4.73618140E-1,4.71696349E-1,4.71336087E-1,4.70061086E-1,4.68590210E-1,4.67952620E-1,4.67912728E-1,4.67422301E-1,4.67900754E-1,4.67851625E-1,4.65162456E-1,4.62401948E-1,4.62089265E-1,121.065,45.43,0
9377,1.14555744E-2,1.14426038E-2,1.14531104E-2,1.14619703E-2,1.14718758E-2,1.14920484E-2,1.15395808E-2,1.16023404E-2,1.16360391E-2,1.15170181E-2,1.15778492E-2,1.15429670E-2,1.15206546E-2,1.15162036E-2,1.14961588E-2,1.13866005E-2,1.14945091E-2,1.15115606E-2,1.15102240E-2,1.14669231E-2,1.14548526E-2,57.647,28.0708,0
9378,1.18500804E-2,1.18375528E-2,1.18489317E-2,1.18585623E-2,1.18688741E-2,1.18888941E-2,1.19363438E-2,1.19987740E-2,1.20322209E-2,1.19031309E-2,1.19733078E-2,1.19380396E-2,1.19153761E-2,1.19125360E-2,1.18927060E-2,1.17760605E-2,1.18905560E-2,1.19071726E-2,1.19053877E-2,1.18604497E-2,1.18493463E-2,57.1153,28.0359,0
9379,1.20313556E-2,1.20111216E-2,1.20190363E-2,1.20250809E-2,1.20350600E-2,1.20621656E-2,1.21245159E-2,1.22083541E-2,1.22539733E-2,1.21518471E-2,1.21829986E-2,1.21389651E-2,1.21122919E-2,1.20972123E-2,1.20697229E-2,1.19713647E-2,1.20710757E-2,1.20962250E-2,1.20975297E-2,1.20514520E-2,1.20300693E-2,63.515,4.29014,0
